referrer,views_total,views_unique
Google,3475,1278
carbondesignsystem.com,2514,724
react.carbondesignsystem.com,1828,394
github.com,1176,168
ibm.com,217,58
chatgpt.com,97,27
web-components.carbondesignsystem.com,85,7
github.ibm.com,79,31
DuckDuckGo,75,24
icon-sets.iconify.design,54,9
