url_path,views_total,views_unique
/carbon-design-system/carbon,2083,1209
/carbon-design-system/carbon/pulls,1130,79
/carbon-design-system/carbon/issues,897,207
/carbon-design-system/carbon/tree/main/packages/react,814,579
/carbon-design-system/carbon/tree/main/packages,320,197
/carbon-design-system/carbon/tree/main/packages/icons,257,197
/carbon-design-system/carbon/tree/main/packages/web-components,243,189
/carbon-design-system/carbon/commits,189,16
/carbon-design-system/carbon/tree/main,179,110
/carbon-design-system/carbon/tree/main/packages/react/src/components,156,93
