url_path,views_total,views_unique
/carbon-design-system/carbon,2373,1447
/carbon-design-system/carbon/tree/main/packages/react,1185,724
/carbon-design-system/carbon/issues,1080,331
/carbon-design-system/carbon/pulls,806,85
/carbon-design-system/carbon/tree/main/packages,418,248
/carbon-design-system/carbon/tree/main/packages/web-components,354,250
/carbon-design-system/carbon/blob/main/docs/migration/v11.md,354,172
/carbon-design-system/carbon/tree/main/packages/icons,338,242
/carbon-design-system/carbon/tree/main/packages/react/src/components,217,129
/carbon-design-system/carbon/releases,217,95
