url_path,views_total,views_unique
/carbon-design-system/carbon,2242,1325
/carbon-design-system/carbon/tree/main/packages/react,1106,705
/carbon-design-system/carbon/pulls,818,83
/carbon-design-system/carbon/issues,570,212
/carbon-design-system/carbon/blob/main/docs/migration/v11.md,521,170
/carbon-design-system/carbon/tree/main/packages,512,268
/carbon-design-system/carbon/tree/main/packages/web-components,282,193
/carbon-design-system/carbon/tree/main/packages/icons,281,201
/carbon-design-system/carbon/tree/main/packages/react/src/components,263,151
/carbon-design-system/carbon/tree/main/packages/react/src,206,137
