url_path,views_total,views_unique
/carbon-design-system/carbon,889,585
/carbon-design-system/carbon/tree/main/packages/react,501,353
/carbon-design-system/carbon/issues,267,97
/carbon-design-system/carbon/tree/main/packages/web-components,194,141
/carbon-design-system/carbon/tree/main/packages,169,102
/carbon-design-system/carbon/tree/main/packages/icons,142,110
/carbon-design-system/carbon/pulls,127,35
/carbon-design-system/carbon/blob/main/docs/migration/v11.md,99,55
/carbon-design-system/carbon/tree/main,82,56
/carbon-design-system/carbon/tree/main/packages/react/src/components,62,46
