url_path,views_total,views_unique
/carbon-design-system/carbon,2159,1351
/carbon-design-system/carbon/pulls,947,86
/carbon-design-system/carbon/issues,633,192
/carbon-design-system/carbon/tree/main/packages/react,467,362
/carbon-design-system/carbon/tree/main/packages/icons,192,139
/carbon-design-system/carbon/tree/main/packages/web-components,166,143
/carbon-design-system/carbon/tree/main/packages,157,128
/carbon-design-system/carbon/tree/main,114,87
/carbon-design-system/carbon/tree/main/packages/icons/src/svg,99,70
/carbon-design-system/carbon/releases,99,62
