referrer,views_total,views_unique
Google,5795,1887
carbondesignsystem.com,4345,933
react.carbondesignsystem.com,4011,517
github.com,2128,399
ibm.com,429,76
github.ibm.com,367,99
v10.carbondesignsystem.com,339,71
npmjs.com,260,37
statics.teams.cdn.office.net,228,19
medium.com,167,29
