referrer,views_total,views_unique
carbondesignsystem.com,8465,1081
Google,6936,1847
react.carbondesignsystem.com,2517,355
github.com,1773,265
ibm.com,814,92
npmjs.com,488,39
v10.carbondesignsystem.com,472,68
v7-react.carbondesignsystem.com,349,52
Bing,263,32
search.brave.com,227,8
