url_path,views_total,views_unique
/carbon-design-system/carbon,1914,1065
/carbon-design-system/carbon/pulls,1224,91
/carbon-design-system/carbon/issues,1172,222
/carbon-design-system/carbon/tree/main/packages/react,890,598
/carbon-design-system/carbon/tree/main/packages,383,204
/carbon-design-system/carbon/tree/main/packages/icons,288,207
/carbon-design-system/carbon/tree/main/packages/web-components,277,189
/carbon-design-system/carbon/releases,203,95
/carbon-design-system/carbon/tree/main/packages/react/src/components,192,127
/carbon-design-system/carbon/tree/main,168,112
