url_path,views_total,views_unique
/carbon-design-system/carbon,2551,1634
/carbon-design-system/carbon/pulls,1075,78
/carbon-design-system/carbon/issues,864,210
/carbon-design-system/carbon/tree/main/packages/react,853,599
/carbon-design-system/carbon/tree/main/packages,311,197
/carbon-design-system/carbon/tree/main/packages/web-components,281,209
/carbon-design-system/carbon/tree/main/packages/icons,234,187
/carbon-design-system/carbon/releases,192,73
/carbon-design-system/carbon/tree/main,189,116
/carbon-design-system/carbon/commits,142,20
