url_path,views_total,views_unique
/carbon-design-system/carbon,2223,1194
/carbon-design-system/carbon/pulls,1007,105
/carbon-design-system/carbon/tree/main/packages/react,1004,606
/carbon-design-system/carbon/issues,667,229
/carbon-design-system/carbon/blob/main/docs/migration/v11.md,403,167
/carbon-design-system/carbon/tree/main/packages,387,224
/carbon-design-system/carbon/tree/main/packages/web-components,384,243
/carbon-design-system/carbon/tree/main/packages/icons,320,226
/carbon-design-system/carbon/tree/main/packages/react/src/components,232,140
/carbon-design-system/carbon/tree/main,196,144
