url_path,views_total,views_unique
/carbon-design-system/carbon,2975,1545
/carbon-design-system/carbon/tree/main/packages/react,1229,640
/carbon-design-system/carbon/issues,879,276
/carbon-design-system/carbon/tree/main/packages,727,346
/carbon-design-system/carbon/tree/main/packages/react/src/components,651,286
/carbon-design-system/carbon/search,503,122
/carbon-design-system/carbon/pulls,469,89
/carbon-design-system/carbon/tree/v10/packages/react,413,286
/carbon-design-system/carbon/tree/main/packages/react/src,363,219
/carbon-design-system/carbon/tree/v10/packages/icons,334,218
