time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-29 00:00:00+00:00,4,2,207,124
2024-12-30 00:00:00+00:00,89,8,905,291
2024-12-31 00:00:00+00:00,4,3,589,165
2025-01-01 00:00:00+00:00,7,4,545,123
2025-01-02 00:00:00+00:00,506,10,1896,365
2025-01-03 00:00:00+00:00,259,15,1631,337
2025-01-04 00:00:00+00:00,7,5,357,118
2025-01-05 00:00:00+00:00,14,3,500,130
2025-01-06 00:00:00+00:00,582,18,2177,488
2025-01-07 00:00:00+00:00,231,19,1997,482
2025-01-08 00:00:00+00:00,220,10,2375,648
2025-01-09 00:00:00+00:00,213,11,3847,658
2025-01-10 00:00:00+00:00,167,16,1742,556
2025-01-11 00:00:00+00:00,36,15,469,163
2025-01-12 00:00:00+00:00,4,4,224,83
