url_path,views_total,views_unique
/carbon-design-system/carbon,1794,1150
/carbon-design-system/carbon/pulls,794,123
/carbon-design-system/carbon/issues,483,175
/carbon-design-system/carbon/tree/main/packages/react,371,294
/carbon-design-system/carbon/commits,280,242
/carbon-design-system/carbon/tree/main/packages,196,131
/carbon-design-system/carbon/tree/main/packages/web-components,167,132
/carbon-design-system/carbon/tree/main/packages/icons,152,113
/carbon-design-system/carbon/releases,111,59
/carbon-design-system/carbon/tree/main,96,66
