url_path,views_total,views_unique
/carbon-design-system/carbon,2405,1526
/carbon-design-system/carbon/pulls,1256,113
/carbon-design-system/carbon/tree/main/packages/react,1031,694
/carbon-design-system/carbon/issues,998,248
/carbon-design-system/carbon/tree/main/packages,397,238
/carbon-design-system/carbon/tree/main/packages/web-components,364,256
/carbon-design-system/carbon/tree/main/packages/icons,258,199
/carbon-design-system/carbon/releases,229,101
/carbon-design-system/carbon/tree/main/packages/react/src/components,212,159
/carbon-design-system/carbon/tree/main/packages/react/src,170,125
