url_path,views_total,views_unique
/carbon-design-system/carbon,2331,1318
/carbon-design-system/carbon/issues,950,245
/carbon-design-system/carbon/tree/main/packages/react,815,521
/carbon-design-system/carbon/pulls,704,91
/carbon-design-system/carbon/tree/main/packages,292,169
/carbon-design-system/carbon/tree/main/packages/icons,263,200
/carbon-design-system/carbon/tree/main/packages/web-components,259,203
/carbon-design-system/carbon/releases,252,103
/carbon-design-system/carbon/tree/main/packages/react/src/components,166,91
/carbon-design-system/carbon/issues/21255,149,85
