time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-19 00:00:00+00:00,5565,191,1952,552
2026-08-20 00:00:00+00:00,5333,253,2420,716
2026-08-21 00:00:00+00:00,10626,244,2302,506
2026-08-22 00:00:00+00:00,3036,220,581,273
2026-08-23 00:00:00+00:00,1080,139,699,303
2026-08-24 00:00:00+00:00,4017,279,2596,565
2026-08-25 00:00:00+00:00,3053,281,2530,559
2026-08-26 00:00:00+00:00,13988,245,2256,551
2026-08-27 00:00:00+00:00,2734,249,2114,638
2026-08-28 00:00:00+00:00,5188,192,2024,563
2026-08-29 00:00:00+00:00,992,106,678,287
2026-08-30 00:00:00+00:00,1520,312,836,352
2026-08-31 00:00:00+00:00,3380,445,1923,656
2026-09-01 00:00:00+00:00,1913,279,2077,583
