time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-01 00:00:00+00:00,420,46,999,193
2025-05-02 00:00:00+00:00,323,50,1774,485
2025-05-03 00:00:00+00:00,56,21,424,136
2025-05-04 00:00:00+00:00,53,31,658,180
2025-05-05 00:00:00+00:00,1953,147,2530,467
2025-05-06 00:00:00+00:00,1018,113,2967,590
2025-05-07 00:00:00+00:00,779,90,3473,629
2025-05-08 00:00:00+00:00,641,76,3422,639
2025-05-09 00:00:00+00:00,422,56,2415,533
2025-05-10 00:00:00+00:00,140,27,531,173
2025-05-11 00:00:00+00:00,61,28,530,153
2025-05-12 00:00:00+00:00,486,62,2696,587
2025-05-13 00:00:00+00:00,364,67,2643,579
2025-05-14 00:00:00+00:00,924,119,3087,751
2025-05-15 00:00:00+00:00,150,33,1612,404
