referrer,views_total,views_unique
carbondesignsystem.com,10136,1144
Google,8245,2186
react.carbondesignsystem.com,4186,411
github.com,2759,312
ibm.com,764,87
v10.carbondesignsystem.com,487,80
npmjs.com,342,51
v7-react.carbondesignsystem.com,281,61
ibm.webex.com,200,26
DuckDuckGo,145,17
