url_path,views_total,views_unique
/carbon-design-system/carbon,2383,1366
/carbon-design-system/carbon/pulls,1193,121
/carbon-design-system/carbon/issues,1096,303
/carbon-design-system/carbon/tree/main/packages/react,1017,644
/carbon-design-system/carbon/tree/main/packages,451,266
/carbon-design-system/carbon/tree/main/packages/web-components,328,221
/carbon-design-system/carbon/tree/main/packages/icons,280,187
/carbon-design-system/carbon/releases,269,115
/carbon-design-system/carbon/tree/main/packages/react/src/components,245,138
/carbon-design-system/carbon/tree/main,179,124
