referrer,views_total,views_unique
github.com,1688,418
Google,1413,567
carbondesignsystem.com,1393,540
react.carbondesignsystem.com,562,233
chatgpt.com,119,54
iconsear.ch,115,52
ibm.com,75,34
preview.carbondesignsystem.com,62,30
web-components.carbondesignsystem.com,53,30
DuckDuckGo,46,17
