url_path,views_total,views_unique
/carbon-design-system/carbon,2398,1372
/carbon-design-system/carbon/issues,950,251
/carbon-design-system/carbon/tree/main/packages/react,839,539
/carbon-design-system/carbon/pulls,737,89
/carbon-design-system/carbon/tree/main/packages,299,176
/carbon-design-system/carbon/tree/main/packages/icons,269,201
/carbon-design-system/carbon/tree/main/packages/web-components,264,203
/carbon-design-system/carbon/releases,253,105
/carbon-design-system/carbon/tree/main/packages/react/src/components,172,94
/carbon-design-system/carbon/issues/21255,151,85
