time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-04 00:00:00+00:00,313,33,1043,181
2025-04-05 00:00:00+00:00,115,27,596,150
2025-04-06 00:00:00+00:00,37,22,608,186
2025-04-07 00:00:00+00:00,1152,128,2964,605
2025-04-08 00:00:00+00:00,1696,149,4093,698
2025-04-09 00:00:00+00:00,877,90,3055,654
2025-04-10 00:00:00+00:00,1082,102,3856,665
2025-04-11 00:00:00+00:00,615,62,2317,533
2025-04-12 00:00:00+00:00,135,20,579,172
2025-04-13 00:00:00+00:00,116,21,330,129
2025-04-14 00:00:00+00:00,714,68,2966,514
2025-04-15 00:00:00+00:00,1052,108,6554,613
2025-04-16 00:00:00+00:00,1439,122,2628,563
2025-04-17 00:00:00+00:00,578,62,2546,532
2025-04-18 00:00:00+00:00,225,35,659,217
