referrer,views_total,views_unique
Google,2157,871
carbondesignsystem.com,1759,518
react.carbondesignsystem.com,996,253
github.com,567,129
chatgpt.com,89,21
ibm.com,88,27
npmjs.com,78,18
DuckDuckGo,65,19
Bing,62,17
web-components.carbondesignsystem.com,47,4
