url_path,views_total,views_unique
/carbon-design-system/carbon,1824,1152
/carbon-design-system/carbon/issues,651,182
/carbon-design-system/carbon/pulls,501,61
/carbon-design-system/carbon/tree/main/packages/react,470,362
/carbon-design-system/carbon/commits,426,68
/carbon-design-system/carbon/tree/main/packages,249,150
/carbon-design-system/carbon/tree/main/packages/web-components,191,148
/carbon-design-system/carbon/releases,149,59
/carbon-design-system/carbon/tree/main/packages/icons,147,120
/carbon-design-system/carbon/tree/main/packages/react/src/components,99,60
