url_path,views_total,views_unique
/carbon-design-system/carbon,3053,1837
/carbon-design-system/carbon/tree/main/packages/react,2138,764
/carbon-design-system/carbon/tree/v10/packages/react,1246,605
/carbon-design-system/carbon/tree/main/packages,988,256
/carbon-design-system/carbon/issues,817,262
/carbon-design-system/carbon/tree/main/packages/react/src/components,629,192
/carbon-design-system/carbon/blob/main/docs/migration/v11.md,612,129
/carbon-design-system/carbon/tree/main/packages/react/src,425,168
/carbon-design-system/carbon/tree/v10/packages/icons,390,163
/carbon-design-system/carbon/pulls,350,79
