time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-09 00:00:00+00:00,47,8,2057,250
2024-02-10 00:00:00+00:00,23,7,1150,167
2024-02-11 00:00:00+00:00,30,13,1081,180
2024-02-12 00:00:00+00:00,421,45,4849,684
2024-02-13 00:00:00+00:00,776,57,5073,672
2024-02-14 00:00:00+00:00,380,42,5230,652
2024-02-15 00:00:00+00:00,654,59,5604,705
2024-02-16 00:00:00+00:00,546,56,4613,637
2024-02-17 00:00:00+00:00,30,8,1030,164
2024-02-18 00:00:00+00:00,35,16,1183,169
2024-02-19 00:00:00+00:00,629,58,5087,613
2024-02-20 00:00:00+00:00,632,62,5330,727
2024-02-21 00:00:00+00:00,655,60,5526,688
2024-02-22 00:00:00+00:00,419,44,5702,715
2024-02-23 00:00:00+00:00,84,13,2260,309
