url_path,views_total,views_unique
/carbon-design-system/carbon,2073,1218
/carbon-design-system/carbon/issues,861,225
/carbon-design-system/carbon/tree/main/packages/react,735,495
/carbon-design-system/carbon/pulls,594,84
/carbon-design-system/carbon/tree/main/packages,259,149
/carbon-design-system/carbon/tree/main/packages/web-components,239,187
/carbon-design-system/carbon/releases,233,90
/carbon-design-system/carbon/tree/main/packages/icons,219,162
/carbon-design-system/carbon/tree/main/packages/react/src/components,145,74
/carbon-design-system/carbon/issues/21255,135,76
