time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-21 00:00:00+00:00,430,50,1645,264
2023-11-22 00:00:00+00:00,86,24,3682,579
2023-11-23 00:00:00+00:00,68,13,3082,487
2023-11-24 00:00:00+00:00,66,21,3311,447
2023-11-25 00:00:00+00:00,55,15,1112,165
2023-11-26 00:00:00+00:00,49,20,1216,160
2023-11-27 00:00:00+00:00,538,50,5616,633
2023-11-28 00:00:00+00:00,935,91,4518,639
2023-11-29 00:00:00+00:00,337,49,4688,637
2023-11-30 00:00:00+00:00,654,67,4228,628
2023-12-01 00:00:00+00:00,389,51,3789,549
2023-12-02 00:00:00+00:00,31,18,1497,193
2023-12-03 00:00:00+00:00,109,29,1138,196
2023-12-04 00:00:00+00:00,958,76,5518,687
2023-12-05 00:00:00+00:00,70,17,1837,336
