time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-14 00:00:00+00:00,1.0,1.0,187,63
2024-12-15 00:00:00+00:00,12.0,5.0,431,106
2024-12-16 00:00:00+00:00,265.0,8.0,2562,522
2024-12-17 00:00:00+00:00,375.0,8.0,2273,510
2024-12-18 00:00:00+00:00,104.0,7.0,2235,573
2024-12-19 00:00:00+00:00,140.0,5.0,2058,478
2024-12-20 00:00:00+00:00,9.0,6.0,1321,355
2024-12-21 00:00:00+00:00,20.0,2.0,448,111
2024-12-22 00:00:00+00:00,5.0,3.0,477,133
2024-12-23 00:00:00+00:00,125.0,6.0,1196,326
2024-12-24 00:00:00+00:00,69.0,4.0,964,265
2024-12-25 00:00:00+00:00,12.0,6.0,384,137
2024-12-26 00:00:00+00:00,60.0,6.0,982,250
2024-12-27 00:00:00+00:00,171.0,11.0,939,272
2024-12-28 00:00:00+00:00,,,213,68
