url_path,views_total,views_unique
/carbon-design-system/carbon,2742,1453
/carbon-design-system/carbon/tree/main/packages/react,2108,694
/carbon-design-system/carbon/tree/main/packages,1071,290
/carbon-design-system/carbon/issues,924,253
/carbon-design-system/carbon/tree/main/packages/react/src/components,763,239
/carbon-design-system/carbon/tree/v10/packages/react,558,286
/carbon-design-system/carbon/tree/main/packages/react/src,501,202
/carbon-design-system/carbon/blob/main/docs/migration/v11.md,500,133
/carbon-design-system/carbon/tree/v10/packages/icons,492,198
/carbon-design-system/carbon/pulls,450,82
