url_path,views_total,views_unique
/carbon-design-system/carbon,2420,1520
/carbon-design-system/carbon/pulls,831,98
/carbon-design-system/carbon/issues,756,206
/carbon-design-system/carbon/tree/main/packages/react,646,481
/carbon-design-system/carbon/tree/main/packages/icons,284,212
/carbon-design-system/carbon/commits,271,59
/carbon-design-system/carbon/tree/main/packages,256,158
/carbon-design-system/carbon/tree/main/packages/web-components,247,194
/carbon-design-system/carbon/tree/main,180,109
/carbon-design-system/carbon/releases,139,90
