url_path,views_total,views_unique
/carbon-design-system/carbon,2110,1187
/carbon-design-system/carbon/tree/main/packages/react,1202,718
/carbon-design-system/carbon/commits,940,11
/carbon-design-system/carbon/pulls,609,87
/carbon-design-system/carbon/issues,521,226
/carbon-design-system/carbon/tree/main/packages,428,253
/carbon-design-system/carbon/blob/main/docs/migration/v11.md,407,157
/carbon-design-system/carbon/tree/main/packages/web-components,350,237
/carbon-design-system/carbon/tree/main/packages/icons,345,220
/carbon-design-system/carbon/tree/main/packages/react/src/components,247,143
