time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-09 00:00:00+00:00,146,28,979,188
2025-12-10 00:00:00+00:00,982,123,2515,450
2025-12-11 00:00:00+00:00,469,65,2657,532
2025-12-12 00:00:00+00:00,676,89,1724,425
2025-12-13 00:00:00+00:00,470,65,641,168
2025-12-14 00:00:00+00:00,393,68,447,139
2025-12-15 00:00:00+00:00,1111,120,1757,446
2025-12-16 00:00:00+00:00,425,72,1961,436
2025-12-17 00:00:00+00:00,636,81,2071,422
2025-12-18 00:00:00+00:00,829,87,1885,422
2025-12-19 00:00:00+00:00,490,82,1218,362
2025-12-20 00:00:00+00:00,279,70,374,119
2025-12-21 00:00:00+00:00,131,34,1076,226
2025-12-22 00:00:00+00:00,360,59,1252,333
2025-12-23 00:00:00+00:00,65,28,751,201
