url_path,views_total,views_unique
/carbon-design-system/carbon,2074,1247
/carbon-design-system/carbon/pulls,1130,92
/carbon-design-system/carbon/tree/main/packages/react,996,632
/carbon-design-system/carbon/issues,986,250
/carbon-design-system/carbon/tree/main/packages,337,217
/carbon-design-system/carbon/tree/main/packages/web-components,318,218
/carbon-design-system/carbon/tree/main/packages/icons,271,198
/carbon-design-system/carbon/releases,245,106
/carbon-design-system/carbon/blob/main/docs/migration/v11.md,188,101
/carbon-design-system/carbon/tree/main/packages/react/src/components,180,117
