referrer,views_total,views_unique
carbondesignsystem.com,8423,1070
Google,7394,1990
react.carbondesignsystem.com,3195,371
github.com,2505,320
ibm.com,751,83
v10.carbondesignsystem.com,471,70
npmjs.com,400,54
search.brave.com,240,10
v7-react.carbondesignsystem.com,149,51
medium.com,140,11
