url_path,views_total,views_unique
/carbon-design-system/carbon,2261,1299
/carbon-design-system/carbon/pulls,1193,93
/carbon-design-system/carbon/issues,1082,245
/carbon-design-system/carbon/tree/main/packages/react,925,653
/carbon-design-system/carbon/tree/main/packages,369,203
/carbon-design-system/carbon/tree/main/packages/web-components,313,216
/carbon-design-system/carbon/tree/main/packages/icons,305,212
/carbon-design-system/carbon/tree/main/packages/react/src/components,223,102
/carbon-design-system/carbon/releases,197,118
/carbon-design-system/carbon/tree/main,192,120
