url_path,views_total,views_unique
/carbon-design-system/carbon,2195,1273
/carbon-design-system/carbon/pulls,1225,78
/carbon-design-system/carbon/issues,955,220
/carbon-design-system/carbon/tree/main/packages/react,871,612
/carbon-design-system/carbon/tree/main/packages,330,201
/carbon-design-system/carbon/tree/main/packages/icons,290,206
/carbon-design-system/carbon/tree/main/packages/web-components,264,201
/carbon-design-system/carbon/commits,212,16
/carbon-design-system/carbon/tree/main,191,117
/carbon-design-system/carbon/releases,180,90
