url_path,views_total,views_unique
/carbon-design-system/carbon,3476,2271
/carbon-design-system/carbon/tree/main/packages/react,1009,719
/carbon-design-system/carbon/pulls,912,100
/carbon-design-system/carbon/issues,855,243
/carbon-design-system/carbon/tree/main/packages/web-components,375,281
/carbon-design-system/carbon/tree/main/packages,330,208
/carbon-design-system/carbon/tree/main/packages/icons,316,217
/carbon-design-system/carbon/tree/main,197,132
/carbon-design-system/carbon/tree/main/packages/icons/src/svg,155,105
/carbon-design-system/carbon/releases,154,92
