time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-19 00:00:00+00:00,,,258,85
2023-03-20 00:00:00+00:00,336.0,20.0,3534,677
2023-03-21 00:00:00+00:00,659.0,26.0,4191,752
2023-03-22 00:00:00+00:00,628.0,21.0,3932,735
2023-03-23 00:00:00+00:00,474.0,26.0,3674,735
2023-03-24 00:00:00+00:00,165.0,16.0,2661,680
2023-03-25 00:00:00+00:00,49.0,8.0,803,175
2023-03-26 00:00:00+00:00,18.0,14.0,821,197
2023-03-27 00:00:00+00:00,200.0,17.0,3310,698
2023-03-28 00:00:00+00:00,210.0,14.0,3422,745
2023-03-29 00:00:00+00:00,247.0,13.0,3335,761
2023-03-30 00:00:00+00:00,483.0,24.0,3795,684
2023-03-31 00:00:00+00:00,485.0,20.0,2729,594
2023-04-01 00:00:00+00:00,27.0,15.0,559,166
2023-04-02 00:00:00+00:00,3.0,3.0,389,91
