time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-07 00:00:00+00:00,2342,169,1386,373
2026-05-08 00:00:00+00:00,1453,150,1355,316
2026-05-09 00:00:00+00:00,1273,111,617,261
2026-05-10 00:00:00+00:00,718,79,472,171
2026-05-11 00:00:00+00:00,2422,250,1397,398
2026-05-12 00:00:00+00:00,1930,177,1147,353
2026-05-13 00:00:00+00:00,7291,697,1377,414
2026-05-14 00:00:00+00:00,1586,244,1215,355
2026-05-15 00:00:00+00:00,1366,178,1491,397
2026-05-16 00:00:00+00:00,914,178,1178,268
2026-05-17 00:00:00+00:00,1870,185,650,225
2026-05-18 00:00:00+00:00,4116,162,1142,383
2026-05-19 00:00:00+00:00,5269,165,1463,395
2026-05-20 00:00:00+00:00,2921,178,1204,341
